timestamp_ms,v1,v2,v3,v4
0,1.0035653219186143,0.9953229510473882,0.9980448849306807,1.003030847774
20,1.0046751087218808,0.9984216117054338,1.0018286836759334,1.0040903033636956
40,1.0015006515352107,0.9964531546099162,1.0046271409051006,1.0032134712867817
60,0.9983157954869093,0.9981596042511843,0.9984136267320105,1.0048103147969654
80,1.0032229984952257,1.0031953708412766,1.0004536292109956,1.0037111596843522
100,0.9971103920610876,0.9953977533960574,0.9989684148903395,1.0021421143038782
120,0.9978201645459669,1.00055435710942,1.002706539909993,0.9952981695802078
140,1.0008314551319695,1.0033308974666482,0.9989404948660863,1.003081135412603
160,1.0021442992758303,1.0047422895878115,0.9975501464842785,1.0011209189085966
180,0.9980211285585823,0.9998101026237809,0.9953543035993699,1.0027270195411768
200,1.0027060935233334,0.9961983887790347,1.0010360690107718,1.001876067338388
220,1.0046472364311414,0.9997153599367197,0.9968963630979831,1.0046597929080412
240,1.0038643231062565,0.9984035975716314,1.0005917795522794,1.0030645578036097
260,1.0028760766202993,1.0022295537381392,1.0031181698760447,1.0005025749629755
280,0.9991820269715361,0.9994701729785445,0.9981494091070773,0.9964691721022387
300,1.0015022490384564,0.9983539967724938,1.0045515361269812,1.0012469419844916
320,0.9983751937112066,1.0033030798502722,0.9991785110718098,1.0016884633424927
340,1.0035030282120212,1.0037594927696727,0.9980989456439553,0.999695786693225
360,0.9992700090722048,1.003983842339162,1.0015223031123852,0.9973019671587156
380,1.004961193334026,0.9993896347795961,0.9986680658703784,0.9986931093680123
400,1.0048488181544677,1.0032880820875236,0.9974324804866096,1.0016505332820662
420,1.0000024986073124,1.0021506634553783,0.9991675307857028,0.9955687500041126
440,0.9986547497324794,1.0012851523483826,1.0028354159593909,0.9952430599764905
460,1.0036375171833403,1.0046788137200955,0.9979943076408676,1.0033562542112862
480,0.9956271795811339,1.0019291406267261,0.9968904372478853,0.9976232446887422
500,0.9954964890617105,0.9977845236644893,1.0029766356448582,0.9997573112743291
520,0.9967206222708501,1.00061431146179,1.002096346240621,1.0041502918770584
540,1.0039869689703778,0.9987341281998517,1.0002871008910408,1.0026992760667142
560,0.99632564531825,1.0027568427781604,0.9982137922178708,0.9960450762276986
580,0.9981793388890428,0.9975619300222011,1.0048822905074255,0.9985451173782973
600,1.002142203035992,1.0046396111265552,1.000829799570318,1.0039091303123708
620,1.0049297548488318,0.9966063654468972,0.998723217381406,0.9978362423694974
640,1.0037245684668596,0.9994127595799983,1.000962474003397,0.9960275754192408
660,1.0040876415897062,1.0037733325275204,0.9986827324424211,0.9990887011416112
680,0.9957797367207011,0.9973880920094328,0.9960496500048001,0.9979534015790862
700,0.9986383818702704,1.0008110309603775,0.9984252169550235,1.0030810092011013
720,0.9982328821437644,0.9955997935478307,1.0037193843455465,1.0043237652217936
740,0.9952586217638797,1.0013394752105178,0.9994523564660883,1.004777426892554
760,0.9976698483679458,0.9991705954939933,0.9991552518052226,1.0018173277613254
780,0.9988877357346221,0.9950647492204634,0.9962202589110536,0.9974678262307415
800,0.9979912003121113,0.9985026920883796,0.9995717800141588,1.0006007389372324
820,0.9991527221627721,1.0015964669384325,0.9984730268761097,0.9954115554074259
840,0.9958534959709014,0.9972075635617927,1.0021394976462572,1.001046253762683
860,0.9951093029095109,1.0036755780530642,0.9964145248003667,0.9984432816180289
880,1.0019465413848982,1.0040195031464754,1.0049770557541742,1.0038723926244164
900,1.0012373049654848,1.0025191326340575,0.9992250476383997,1.0023918567124916
920,1.0046682722988856,1.001370249311387,0.9971705009195092,1.0013943524519604
940,0.9974402957254742,1.0034745072280054,0.9961452024112365,0.9994600937829902
960,0.9992614784918713,0.9996121336523656,0.996089176949646,1.003425359712545
980,1.0012780769562806,0.9999126704075962,0.9955163126083687,0.9999342566360484
1000,0.9999523333826084,0.9998314011622741,0.9980212866130633,1.0014486501563697
1020,1.0022183901247654,0.9959953363305739,0.9961638819018558,1.001112335423188
1040,0.9962244313840534,0.999869255064092,1.0041567500296442,1.0004579701568843
1060,0.998318430096328,0.9982456388698103,0.9979017015888643,0.9969248093329536
1080,1.0048630909084706,0.99919416330867,0.9991737475052741,1.0035947099611031
1100,1.004602562413865,0.9951284483780709,1.002796958979224,0.9962682192243596
1120,0.9974034348955726,1.004183823901288,1.0011443642709188,0.9958235450848617
1140,0.9979365661929244,0.9988800384579937,1.0001459687532166,0.9958396664115693
1160,1.0041061455689375,0.9952197993165158,0.9986557067629773,1.0041992280938377
1180,1.0014517520089843,1.0040335987642954,0.9981742655416046,0.9982591442631411
1200,0.9962485930541073,1.0013996793982467,0.996886083968397,0.9999584062434761
1220,0.9977890395642338,1.001454234738151,1.0012698193488143,1.0014185532903788
1240,0.9974848630007974,1.0038781954220224,0.9963331234805641,0.9983327178432553
1260,0.9981224793117434,1.0008870212942824,1.0027455091692685,1.0041371704309592
1280,1.0030946343697045,1.0011882533213423,0.9952800800475985,0.9986559032952675
1300,1.0018639309321966,1.0033675501100767,0.9956110957882811,1.0041252072916969
1320,0.9971599465616992,0.999176675810125,0.997030993009934,1.0009668953844253
1340,0.9996302347818365,0.9950126348791666,0.9959948960836338,0.9982888569869535
1360,0.9990566657884202,0.9962694145741043,1.0044633162053032,1.0008327365476515
1380,1.0008674775294835,1.0042199831724277,1.004211903837326,1.002753639830283
1400,0.9955239313823345,0.9969902927886746,1.0015144797949254,1.0034669868695316
1420,0.996554919957197,1.002031525434363,1.0022422344588509,0.9954741677081018
1440,0.9958510384715062,0.999041244107327,0.9997190706811098,0.998982055780381
1460,1.0002266392505017,0.9957998760490728,0.9968337381650962,0.9973442105705934
1480,0.9952145138240386,1.0016098112580063,1.0006674930829842,1.0001579852419984
1500,0.9964965430036227,0.9994134145648426,1.003419663755019,0.9979143013420992
1520,1.0010302725848714,0.998114579461036,0.9954563155264807,1.0014618850930677
1540,0.9974573944099141,1.0043681485352023,1.0001793869974491,1.001663498104281
1560,0.9985536230875863,0.9986970637463277,0.9972474053306281,1.002561042900763
1580,1.0004189543897415,1.0001336947550212,1.001732186461725,1.0035714123024582
1600,0.9989095535210137,0.9985320022379915,0.9951814053799467,0.9967336667608385
1620,1.0001190001024791,0.9983100112340666,0.9951543205614276,0.9991707181892646
1640,1.0033301824648517,1.002302371097836,0.999522879474332,1.0007957738280244
1660,1.0042981549304661,0.9986930784688878,0.9955382395630117,1.002769032254581
1680,0.9984260022833593,0.9977181680614224,0.996216113260897,1.0003683504725593
1700,0.997085447772487,0.9958511678313698,0.999076632393182,1.0014651101309093
